Id,Predicted
8957,0.10886533426211595
4246,0.0792728725085325
9089,0.21298549454571014
10606,0.1573991747039907
9863,0.12674873649674598
11627,0.12649492302811755
2338,0.9567418018238238
13378,0.9757749950530316
1643,0.08384389381898824
6957,0.0910799814464863
11597,0.9813727564006409
1914,0.968631289389683
15712,0.12729546470425676
8477,0.09068194058323632
1976,0.9909063843236317
15431,0.6679861752905398
2870,0.344301330136869
10605,0.12348580101652801
15707,0.9755742147876523
4774,0.9755807158290523
1176,0.18509209836526394
5671,0.979398371024489
15067,0.06032067716203879
2353,0.1215299313605801
6964,0.9800085678287355
17323,0.969610402924451
2497,0.1072071620143605
997,0.1368151900420613
3462,0.08749372504489546
5511,0.08534848281642458
5316,0.08419158465626853
8654,0.15876123014968022
4697,0.9690652080257736
17197,0.06767247404340115
9352,0.9762739343114774
5084,0.9826648987825046
3009,0.10851767896056555
11330,0.10925619877499437
7167,0.9756534534075176
11227,0.9992613946756215
2589,0.17209626477648668
12051,0.14447356458097727
2037,0.9731500586626871
10865,0.11408966691237221
9832,0.9786476399599677
785,0.18615803041371703
9962,0.9818266910959785
9994,0.12002130384434209
10529,0.9752465897573084
11388,0.11359875231010516
651,0.06133190343747587
11941,0.9743564243443995
2752,0.10646512204675572
14088,0.9730179364086199
2287,0.9756032493891338
4836,0.9745387703987684
12144,0.22947343495306316
935,0.08957928605568859
12504,0.0929739508187755
13702,0.11333324592218774
15483,0.11393608366804886
15635,0.9737727370198239
11030,0.20501721434254738
9127,0.9888784946637056
2530,0.14456886011173126
16463,0.1113163378214758
17576,0.9672512902188877
10158,0.9688416481969092
5966,0.08679081022117653
11705,0.1641581161560502
125,0.9563293021985332
13028,0.06047496262315851
16817,0.1135665669799709
11014,0.11227305307641064
11402,0.11156504386704753
14179,0.975223711527433
4312,0.95628444736289
2101,0.13398077122788093
10996,0.22545020391551462
10926,0.977744758334863
446,0.09588897495700462
14656,0.97788037070479
980,0.14298398467205922
10894,0.969779546338047
8789,0.13306644968889075
4621,0.06619532145149476
4497,0.10567372914901199
12210,0.9792604250769847
10872,0.9648675898669935
6041,0.9664776374120407
11583,0.13542307202554413
11794,0.259667723537913
6542,0.9979149078473912
9221,0.08353627900881677
16343,0.11384105168858082
3766,0.1050939380568674
5,0.0599844016624589
3610,0.09135872404771181
10572,0.9758218413203859
16263,0.11993422898651138
4931,0.08502383869178218
243,0.12067654917317504
11158,0.9809755172348326
10933,0.18754832720381348
17647,0.9065589155197102
12786,0.9755579556360618
9934,0.09520613720046207
17018,0.08665741992741924
16239,0.969723013832876
15882,0.10245977621035172
12529,0.9883300215584003
17225,0.09260231780920594
17644,0.019915809326151595
3398,0.0931896055727851
4906,0.09237774770113437
10838,0.0919952662892864
6670,0.10187155355673952
4395,0.9801291082420308
14724,0.10860240696582181
15098,0.953549178820203
10745,0.9753079891713126
4959,0.9994319704221445
2876,0.9244195004562058
16765,0.9794348894730712
11629,0.1091291339984738
16255,0.9747739241013681
17532,0.988806338402371
13631,0.14013651815169093
13134,0.19229602605820184
4932,0.09133979860121363
1305,0.9741180655999503
9508,0.11112905631465902
13402,0.10474482323304732
13256,0.9768557184762313
17096,0.08398655705127751
15070,0.9985399286549246
6097,0.9670329904664231
16076,0.14286977796974623
5192,0.0816163592945629
9509,0.9697287169978224
15682,0.9868585476479714
11301,0.9556090890815307
6045,0.11298873681028195
10657,0.11477829885919896
12398,0.09305553756374232
4692,0.9612136857762406
11428,0.14133428906608153
2389,0.1143213516137881
9683,0.9846988020179575
8796,0.9807328393315761
6902,0.9820953267307052
6295,0.10980635056485295
15149,0.9557713851289683
16022,0.12123749291077772
14400,0.9607925125020125
443,0.09598952408203897
17809,0.9998036396441866
8531,0.19085471920464991
10251,0.9741263061222949
6886,0.09566206487523406
8052,0.06889002199618222
10747,0.9746120883073125
4499,0.9767362279920198
12538,0.08260139498072079
16625,0.11175557207276973
4765,0.9751669698075759
2792,0.08668435745972694
1317,0.19383439168702096
4043,0.11375789196802907
9831,0.9856252683977595
13758,0.16598637197755753
15400,0.09692687711271127
11631,0.21829461846871775
9654,0.9644589515078071
850,0.18658943979536263
11108,0.2106331459477861
11662,0.07820206438864741
12709,0.11412809995917332
15503,0.16254907106265998
14607,0.09887293539958114
4958,0.9950769538322467
1177,0.05011691225881203
4833,0.9647372516201923
4584,0.09549489801243269
35,0.9810761390344316
3035,0.14359275308520728
13616,0.11588781405931499
7085,0.13463029717310887
16981,0.2110023199504555
7293,0.10153451545492999
8628,0.1412485443145297
11990,0.14314792799914686
9209,0.9750737446317034
3245,0.9686020006181292
5572,0.08782052837099252
13762,0.05933375205759352
12322,0.9750757450160781
4108,0.9701823656154518
14105,0.07975908598683891
1709,0.9995995714515805
12426,0.08642927215218171
7577,0.07043446803230202
6122,0.9783230825129543
17521,0.9670789848256689
13472,0.9730441673327589
9059,0.11555738518369361
1830,0.9771075576402264
682,0.9815338199700689
3601,0.08637255824595379
11655,0.10464055737750771
14041,0.9690792101497466
5324,0.08890577096744001
2155,0.08802663997811724
13203,0.07387393350992573
3274,0.08788909810347274
7713,0.9663007475155891
1828,0.09128670301914199
908,0.12977356375230675
7418,0.6276455682051655
17800,0.9841121737738958
1832,0.974233872474067
14826,0.9732138603265806
16241,0.12668495408297764
12326,0.9811760007992832
6204,0.9800217417353367
3897,0.9983862500983658
29,0.08607480890845316
8119,0.08753447649802043
17451,0.0745142593068559
666,0.10200239645957378
9064,0.9815594329381898
15052,0.9529985488601679
16824,0.9846575550859487
13818,0.11448833679007758
16050,0.9847434769250709
8701,0.10462118950076021
12781,0.9675862773718216
2041,0.06749181476701918
14147,0.9820159306418694
12785,0.050090725185841796
4644,0.1156160123611413
2433,0.9754470928443698
1087,0.22587512100310778
10813,0.09505704826609285
9931,0.9766874900382438
6125,0.08790092749039506
10196,0.11353952624372089
14738,0.11933405555769001
1731,0.9801314712194336
3327,0.1899514430108789
10580,0.11227494451225675
1602,0.10261888373485874
1704,0.08693574930700297
6452,0.0976854901076851
9652,0.9579696588725569
8353,0.9752219417279597
6981,0.07183660203831137
5825,0.1169529575460481
5097,0.11836583600707506
4450,0.11266397979028561
5892,0.9809428283743454
14870,0.07793550461985786
9503,0.9898842252552597
635,0.16667622414668457
1583,0.9802958062865569
377,0.22156529851351836
11460,0.08579824506440249
6499,0.07427901003899054
4620,0.09650515562489592
3846,0.9994357398733452
10602,0.2542265534263542
17531,0.11939118576411366
14039,0.07202079413354527
13650,0.0786570901901947
10045,0.09334555047488535
17186,0.9873136672653735
3747,0.09122238036834845
16168,0.10801838193672612
7434,0.11142571894662542
75,0.9585849594620396
17342,0.9891014829737587
1810,0.13896875846364973
14866,0.9765165411016424
3110,0.08785415102486943
7592,0.1371997909471336
6261,0.08089731915515459
13608,0.05514064691467633
10463,0.09997098473231204
9505,0.9984302517551084
8996,0.9984200856316504
8272,0.0932680112876405
14956,0.11358829049821591
9615,0.11014319734928692
10754,0.09514387472549846
10915,0.11324483068342094
974,0.14266752380846426
14435,0.10815582032986854
10230,0.9579764498709443
9968,0.97646040618254
9866,0.11131120319311091
6995,0.08674932549390385
8381,0.11326972390111627
9476,0.11038031036849581
10128,0.0845746977123567
16327,0.21312627265244277
614,0.9714231702819572
11962,0.1416038663185522
2276,0.10501016370445285
4889,0.11289761237757082
8866,0.9794648991153561
11324,0.980925016847456
10092,0.09280755798493347
903,0.9997285637950755
2614,0.977444104702149
4297,0.9848401161423024
457,0.9767813162658664
1129,0.9546856280145627
11983,0.09291967862995495
16186,0.09965132525918755
9186,0.10516331951769174
8902,0.07343626760738384
7787,0.08870862959805084
1098,0.9739059075458687
9862,0.9747948025648766
4612,0.050058634508385796
11782,0.15934464669719836
7687,0.08315829950956868
7746,0.9735327160447648
5660,0.978764329520055
6560,0.5843410452980254
4953,0.97781904570479
10120,0.089201166755999
13918,0.17000080665339773
9297,0.12194002500509764
11526,0.1075708226113719
11688,0.9885732644035354
604,0.10657582669414091
13907,0.10956853810850031
15392,0.9739883616544646
13811,0.9594741630188761
13171,0.9809555864600735
1215,0.09154220383954596
15111,0.9635345775931824
9701,0.11276046578840487
10854,0.9880053044817074
135,0.975938847250813
10733,0.1545893621273706
6809,0.9762308343518
15813,0.9906257405572899
2396,0.08783617961971005
12299,0.11140858661900921
17309,0.06586280628292268
6590,0.1121239163950036
1998,0.10736374515870331
2367,0.08694686470747995
14736,0.9765617800916309
640,0.9766919399106989
2605,0.982058776882551
6102,0.11200136112584498
2706,0.11402848145193827
15045,0.08998964511025835
8596,0.9880496855449878
4682,0.9720801251616181
1110,0.9756808239779841
11419,0.10758814159399524
12520,0.08510403959949615
14138,0.08713375053722436
10994,0.11216275189102011
3922,0.14263208574304678
4322,0.13559701536450683
978,0.0869649653932063
9864,0.9698227356987035
1917,0.1036842110066944
9556,0.9739623760926753
688,0.09122999023496176
1774,0.10313844025201264
820,0.08690289221540394
12474,0.08822125938036207
9634,0.14181893102349627
17709,0.9656800453147073
14063,0.9754039721761187
187,0.988859571748947
17150,0.09328368774303486
9172,0.11702513775755767
11411,0.1440360688310693
11717,0.9685438409434269
53,0.9980930274602698
6020,0.11296227146423277
11235,0.08000331412232799
3731,0.9736231284415473
9890,0.9689854225594954
12684,0.07405002556811556
10146,0.11059691256774787
14615,0.11669168151298724
12689,0.9579037113293687
14574,0.9735163873562599
16442,0.11314447712063777
2288,0.9591904315143183
11775,0.14493143305210918
1487,0.16301535030083972
1579,0.16679555938626936
5608,0.07976081809063552
4555,0.23261342908561575
12747,0.11445545328262997
3370,0.10586835509528482
1593,0.08246995007210733
10346,0.12262369427933913
14988,0.12029435797368804
6412,0.20966993458250982
7118,0.08024121457045182
1166,0.06419033693557998
5612,0.14440615807792997
10711,0.1396065821720558
10107,0.9621122494449313
11787,0.10671924860893417
8343,0.09181101841659753
12936,0.08780026904838434
13085,0.26442987062637596
14478,0.08171801162328808
8491,0.96987271033521
7043,0.1010600601097503
11864,0.10908225283890848
14986,0.9854010277561814
9649,0.07202014763248697
14272,0.10675247128389848
1150,0.20936140723623756
1969,0.9772340057986828
15119,0.9561586945968708
6816,0.14426955306648856
13438,0.22867552379089728
6661,0.10991323890564929
4956,0.9633985416841641
6329,0.13661787479524692
14405,0.09804168965292107
4650,0.08124849617874953
13132,0.10455310241501156
16636,0.9700978642748086
4443,0.9783700090033162
2496,0.10425574297945436
3989,0.17018044148241238
12996,0.9540826836420199
12636,0.08528806511055541
17812,0.15157810099325367
11661,0.1944987936291936
11126,0.0921881141712135
16359,0.22931559869582216
16157,0.10521104773756108
7254,0.07819843157442323
5586,0.10693739415809857
16967,0.06550971049247617
12515,0.08750962778393614
4766,0.9838483546549716
16011,0.11450405122211244
2962,0.07672756280387147
13497,0.9799670877841666
6065,0.07225145889772547
8817,0.9692000706339415
7985,0.09151549217614324
5014,0.989295705648811
15355,0.9553988194997598
7146,0.0931888308484072
4074,0.10366930071200191
12762,0.9749919758036079
9520,0.981077487805756
16854,0.9815216927889018
5379,0.11011279447938191
9911,0.06441052878251585
14990,0.11059097236773786
15183,0.9526067802670187
10234,0.06029610479064917
13740,0.11290453806840914
6257,0.1537760657070377
5268,0.9717114310714398
10963,0.1990368570353089
11270,0.9670517731670247
16182,0.9758844250829614
5305,0.9031634814823438
15358,0.9701249334072223
15383,0.2570488020869732
11934,0.975274789558013
11149,0.9663200799370507
9679,0.1626916406321589
6365,0.11355779622708609
9351,0.08710952335147963
12107,0.1121193248209564
5720,0.06745107393564734
8210,0.9750793511672373
12807,0.9730297015747988
15077,0.5726883314480434
9335,0.1085170428788652
7876,0.05772585352211089
10345,0.09058898881282909
3390,0.09068212440113771
12190,0.10812085858920077
12497,0.13616436064658344
1842,0.08597362573598535
3801,0.08581659473656007
15528,0.0865598270017006
